language,extracted,enough information,target,ChatGPT,ChatGPT target,ChatGPT mistake,disrepancy,comment
Mosetén," Index
adessive 57, 64, 69ff, 71, 76ff, 149, 154, 159, 171ff, 246, 405, 418ff, 437
adjectives 106, 143ff, 379
adverbs 149ff, 154ff
adverbs, degree 163ff
adverbs, manner 148, 162
adverbs, place 154
adverbs, temporal 160ff
affixes 54ff
affixation 241 ff
agent 195,239, 298ff
agreement, gender 14, 67ff, 74, 86ff
alienable possession 90, 121
alignment, neutral 63, 297
animacy 75, 85, 102ff, 117ff, 298, 302, 417
answers 384ff, 395ff
aspect 56ff, 185, 188, 208, 218, 235, 242ff, 256, 258ff, 279ff, 315, 363ff
assertion 72, 84, 352, 396ff
associated motion markers 272ff
associative 57, 64, 66, 76, 79, 138, 143, 147, 159, 283,419, 424
attribution 145
augmentation 99, lO lff
basic constituent order 374ff, 46Iff
benefactive 14, 64,67ff, 74ff, 88ff, 99, 105, 1lOff, 132, 137, 141, 319ff, 419, 423, 433,
438
case (see nominal relation marking) 63ff
causee 313ff
causer 313ff
change of state 235, 259, 264ff
classification, verbal (see verbal stem markers) 14, 217ff
clause combinations 403ff
clause types 37Iff
clitics 60ff, 81, 117, 122, 342
code switching 6
comitative 64ff, 76, 79ff, 126, 171, 381ff, 418ff, 439ff
comparison, adjectival 58, 150ff
comparison, adverbial 58, 163ff
complement clauses 429ff
completive 75ff, 364ff
 500 Index
 compounding 99
 conditional clauses 440ff
 constituent order, verbal clauses 374ff
 constituent order, interrogative clauses 392ff
 constituent order, adverbials and emphatics 397
 constituent order, relative clauses 424ff
 comstituent order, complement clauses433
 constituent order, adverbial clauses 442
 context 69, 82, 85, 91, 104, 120, 134ff, 155ff, 161, 308ff, 324ff, 339, 343, 348ff,
 354ff, 366ff, 373, 376, 388, 391, 405, 409, 426ff, 442
 contrastive marking 406
 control 217ff, 230, 233, 236, 239ff, 242
 coordination 403 ff
 copula 15, 66, 146, 265, 329, 331, 368, 378
cross-reference 6, 13ff, 38, 45ff, 64, 136ff, 181ff, 371ff, 414ff
decimal (base 10) number system 167ff
definite 85, 120
deictic center 154, 157ff, 164, 264ff, 272ff, 280ff, 445
dependents (in the noun phrase) 64, 102
determiners 14, 97, 102ff, 147, 167, 175
detransitivization 297ff, 306, 308
dialects 4, 8ff, 101
diminution 99ff
direct object (see primary object) 63, 185, 195, 313ff, 321, 412ff, 423, 429, 432
directionals (see: associated motion markers) 272ff
discourse markers 339ff, 360ff
distributive (place, time) 79, 94, 113, 159, 178, 247, 282ff
downriver relation 57, 64, 72ff, 128, 154, 159, 272, 418ff
durative aspect 271
emphasis marking 85, 201, 354ff
epenthesis 50
evidentials 339ff, 358
exclamation 251, 383, 388, 398, 401
exclusive 1st person plural 14, 38, 118, 181, 184, 190, 277
existential constructions 332, 380
feminine 14, 37ff, 46, 85ff, 90ff, 123, 154ff, 168, 305, 349, 430
fieldwork 1 Iff
focus 398ff
frustrative 61, 409ff
fusion 13, 289
future 128ff, 342ff, 363
 Index 501
 gender 85ff
 gender agreement 86ff, 189
 genetic affiliation 2
 genitive (see linker) 64, 106
 grammaticalization 183
 habitual aspect 263
 head 14, 67, 81, 84ff, 97, 113ff, 144ff, 174, 412ff, 427
 hearer 42, 194, 325, 383ff, 41 Iff, 426
 hortative 198
 identifiable referents 14, 372ff, 405
 imperative 196ff
 inalienable possession 90, 121
 inanimate 75, 102ff, 117, 121, 302, 417
 inceptive aspect 264ff
 inclusive 1st person plural 14, 37ff, 45ff, 118, 181 ff, 198ff, 230, 278, 290
 incorporation 249ff
 indefinite 132ff
 indirect object (see secondary object) 195, 412, 414ff, 432
 indirect questions 433
 indirect speech 442
 infix 56, 269
 information questions 383
 interruption in movement 283
 irrealis 342ff
 iterative aspect 266ff
juxtaposition 15, 150ff, 378ff, 403ff, 423
linker 64, 96, 105ff, 121
loans 6, 34
location 69, 282, 380, 434, 436
macrofunctionality 14, 88, 96, 105
modality 339ff
modifiers 14, 102ff, 138, 143ff, 169, 174ff, 294, 355, 380, 403, 411
Mosetenan Iff
motion verbs 272ff, 286, 292, 445
motion 272ff
nasal attack 50
nasal harmony 40ff
necessity 342ff, 345ff, 369
502 Index
negation, general 329ff
negation, existential 322
negation, ‘not have’ 333
negation, lexical 334
nominal relation marking 57, 61, 63ff, 76, 99, 102, 105, 110, 122, 138ff, 272, 380,
411, 419ff, 434
nominalization 92ff, 108, 243
noun phrase 10Iff
noun phrase, discontinuous 104ff
number marking, with nouns 79, 8Iff, 113
number marking, with adjectives 147
number marking, with verbs 186ff, 190
numerals, cardinal 167
numerals, ordinal 169
object, primary 63, 185, 195, 313ff, 321, 412ff, 423, 429, 432
object, secondary 195, 412, 414ff, 432
oblique 64, 137, 303, 41 Iff, 427
onomatopoeic expressions 227, 358
overlap (partial, of subject & object person) 194
participles 108ff, 294ff, 299, 304
particles 114, 342ff, 363ff
parts of speech 7, 13ff, 53ff, 63, 76, 100, 144, 157, 217, 223, 230ff, 249, 362, 370
past tense 363ff, 365
person marking in the cross-reference system 187ff, 191, 305
possession 106, 122ff
possessor 64, 87ff, 106, 121ff, 135, 147, 321, 381, 412ff
possessum 64, 66, 87ff, 106, 12Iff
pragmatic statuses 14, 378
pragmatically marked structures 371
predicate 15, 143ff, 161, 299, 304, 331, 371, 378ff, 395ff
predicate clauses 378
prefixes 55, 317, 322ff
primary object 63, 185, 195, 313ff, 321, 412ff, 423, 429, 432
pro-drop 37Iff
progressive aspect 259ff
pronouns, personal 117ff, 154ff, 172
pronouns, demonstrative 87, 89, 102, 119ff, 135
pronouns, possessive 87, 102, 107, 113, 12Iff
pronouns, interrogative 15, 86, 112, 115, 124ff, 132ff, 150, 174, 231, 335ff, 354,
382ff, 390ff, 412, 418, 424, 429ff
pronouns, indefinite 124ff, 132ff
pronouns, reference tracking 112, 134ff
 Index 503
 pro-verbs 140ff
 purpose 438
 quantification 167ff
 quantifiers (non-numeral, negative, etc.) 174ff, 335ff
 questions, question markers 382ff, 433
 questions, interrogative pronouns 124ff, 382ff
 questions, word order 392ff
 quinary (base 5) number system 167ff
 realis 342
 recipient 67, 195, 318ff, 423
 reciprocals 137, 191, 193
 reduplication 56ff, 79, 82, 266
reference tracking 132, 134ff
reflexives 136, 191 ff, 199ff, 215
relation markers 63ff, 110, 419ff
relative clauses 107, 111, 41 Iff
resultative 304
root 53, 82, 286
scope 54, 61, 64, 243, 326ff, 343, 349ff, 366, 370, 387ff, 400
secondary object 195, 412, 414ff, 432
semantic roles 3 18ff, 414
simultaneous actions 439
Spanish (influence, loans, etc.) 6, 34, 237ff
split-up noun phrases 104ff
stative verbs 144, 149, 221,241,298,313,317
stem 45ff, 53, 202ff, 217ff
stress 42ff
subject 186, 239ff, 305, 406
suffixes 55
superessive 57, 64, 71, 73, 76ff, 110, 127, 150, 154, 159, 418ff
syllable structure 35
synthesis 13
tag questions 383, 388ff
temporal relations 160ff, 363ff
tense 363ff
transitivity 217ff, 239, 242, 297ff
valency 297ff
verb agreement 18Iff
verbal classification see: verbal stem markers 217ff
504 Index
verbalization see: verbal stem markers 217ff
verbs, intransitive 181 ff
verbs, transitive 185ff
verbs, ditransitive 195
verbal stem markers 217ff
voice, passive 297ff
voice, middle 306ff
voice, antipassive 308ff
voice, causative 313ff
voice, applicative 318ff
vowel assimilation 17, 36ff, 250, 276ff
vowel harmony 17, 36ff, 250, 276ff
vowel length 24
word order,in verbal clauses 374ff
word order,in predicate clauses 378ff
word order,in questions 392ff
word order,in relative clauses 424ff
yes/no questions 387
",,SVO,,,0,0,
Awa," Payne, Doris L. (1995). Verb initial languages and information order. In Downing
Noonan (1995). pp. 449-485.
",,SOV,,,0,0,
Awa,"3.2Constituent order
Awa Pit is an AOV/SV language, with the basic order of constituents in all
 clause types shown in Table 3.1. This constituent order is found quite commonly
in South America, especially in the region near where Awa Pit is spoken, although
in Awa Pit the order appears much more fixed than in many languages. Unlike
languages such as Epena Pedee (Harms 1994:10-12) and Retuara (Strom 1992:3),
 both AOV/SV languages where some peripheral elements follow the verb, the
 normal position for adjuncts in Awa Pit is between the Subject and complements,
 with no elements occurring after the verb at all, unless phonetically set off with
 a pause.
",,SOV,,,0,0,
Awa," The complement slots — both the slot for the Subject complement and
 the slot for the non-Subject complements (filled with Object, Second Object
 and various oblique complements, which appear in th at order, and the Copula
 Complement) — are usually filled by noun phrases, postpositional phrases or
 adjectival phrases, although some verbs allow subordinate clauses in some of
these positions. Complements and their grammatical relations are discussed in
greater detail in section 3.5 below.
",,SOV,,,0,0,
Awa,"It was noted above that there is no fixed order among the six suffixes of this
 group, but rather different orderings correspond to different meanings. Affixes
 which allow this sort of variation are usually considered derivational; inflectional
 affixes have fixed order.
",,SOV,,,0,0,
Awa,"3 .5.2.1C on stitu en t order
The first piece of evidence for a Subject grammatical relation comes from con­
stituent order. In the most basic clause ordering (discussed in section 3.2), only
one constituent occurs before any adjuncts. This constituent is A or S, when one
of these is present in a clause, and hence any constituent which occurs within a
clause before adjuncts is the Subject.
",,SOV,,,0,0,
Awa," Word order in simple clauses
allows making predictions concerning a number of
dependent parameters.",,SOV,,,0,0,
Awa,"A
transitive verb has a subject and a specific object.",,SOV,,,0,0,
Awa,"Following Givdn (1984:188-189) the
dependent parameters are:2
(a) Basic word order in complex clauses.
",,SOV,,,0,0,
Awa," When the EVP has a subject, the word order is: noun
adjective, verb.",,SOV,,,0,0,
Awa," Word order was
distinguished as SOV.",,SOV,,,0,0,
Karajá," 125
Vowel harmony is among the most remarkable characteristics of Karajá phonology.
Common in African languages, [ATR] vowel harmony is exceedingly rare outside of Africa;
Karajá presents the first documented case of this type of vowel harmony in South America.
Since most languages presenting [ATR] vowel harmony are genetically or areally related, the
Karajá case provides a different perspective for the typological understanding of the
phenomenon (Ribeiro 2002). Once again, the chapter does not provide the final word on the
subject, indicating instead additional topics for investigation; for instance, a thorough
accoustic analysis of the vowel inventory is yet to be conducted, in order to investigate
whether the mechanisms underlying [ATR] distinctions in Karajá are similar to those found
in better-known languages.
",,SOV,,,0,0,
Karajá,"The case of Karajá (as well as a brief observation of other languages of the stock)
suggests that one must be cautious in analyzing descriptive predicates as verbs in Macro-Jê
 212
languages. In cases in which there are clear criteria to distinguish nouns and verbs,
descriptive predicates tend to behave mostly like nouns. For example, in Karajá a verb must
first be nominalized in order to appear in a descriptive predicate. Consequently, one must
also be cautious in relying on the behavior of descriptive predicates as a sole criterion to
propose active-stative systems.
",,SOV,,,0,0,
Karajá," 220
6. Final remarks
This chapter described the morphology of Karajá, focusing especially on the
inflectional and derivational properties of nouns and verbs. A thorough description of verb
and noun morphology makes it possible to determine the morphosyntactic position of
‘descriptives’, i.e. lexemes that denote adjectival meanings. Contrary to previous analyses
(Fortune 1973, Maia 1986), the description provided here demonstrates that descriptives are
in fact nouns. A conclusive proof of their nominal nature is the fact that, in order to be used
as a descriptive word, a verb must be first nominalized, which is particularly clear in cases
for which nominalization is indicated by consonantal replacement.
",,SOV,,,0,0,
Karajá," The iambic nature of stress assignment in Karajá is especially clear with
morphologically complex words. Notice that, in compounds, the original stress pattern of the
individual stems is ‘rearranged’ in order to follow the iambic pattern. One can assume that,
although stems can be said to carry stress, the position of such stress is not underlyingly
predetermined. Although the stress is, by default, assigned to the last syllable of a stem, its
ultimate position will depend on the morphological or syntactic position of the stem. That is
illustrated below by a compound (5a), a case of derivational suffixation (6b), and by a
vocative phrase involving the vocative interjection, which is stressed (7b). The behavior of
the stress if further illustrated in (8) and (9), which show stress (re-)assignment under
suffixation (8b) and compounding (9b). As shown in (9c), a possessive phrase such as
brOrE-d¸) hUk´)-TÈ ‘cow’s milk’ can be pronounced as two words (in which case both preserve
their primary stress) or as a single phonological word.
",,SOV,,,0,0,
Karajá,"Javaé
b.a)riwÈ5re c.a)diwÈ5de
a)-r-I-∅-wÈèr-e a)-d-I-∅-wÈèd-e
1-CTFG-TRANS-3-carry=CTFG-IMPERF1-CTFG-TRANS-3-carry=CTFG-IMPERF
‘I took it.’‘I brought it.’
 40
is part of the subject pronominal series and (ii) it triggers verb agreement. Direct objects, on
the other hand, can be identified by their position and by the circumstance that, when
pronominal, they are obligatorily incorporated into the verb (29). However, when both
subject and object are nouns, they can only be distinguished by the word order, canonically
SOV:
(33) a.",,SOV,,,0,0,
Cholón,"Traces of this long tradition of language description are found in the Arte de la
Lengua Cholona. Pedro de la Mata also opens his grammar with sounds and he also
ends with prosody. In the first paragraph of the ALC de la Mata talks, among other
things, about unfamiliar sounds and at the end of the grammar there is a remark
about stress. Traditionally, he distinguishes five moods and five tenses and declines
the noun as a Latin noun producing a paradigm with six cases (nominative, genitive,
dative, accusative, ablative, vocative). In addition, Pedro de la Mata often uses the
Latin terminology, for instance, to designate the tenses: praesens, imperfectum,
perfectum, plus quam perfectum, futurum. Like the Latin grammarians Pedro de la
Mata distinguishes in Cholón:
(a) eight parts of the sentence: noun, pronoun, verb, participle, postposition, adverb,
interjection, conjunction (since Cholón has no prepositions - directives, locatives
and the like are suffixed to a noun or a nominal form - Pedro de la Mata replaced the
preposition with the postposition);
(b) a gerund and a participle which are not considered as separate parts of the
sentence;
(c) four gerund cases: genitive, dative, accusative and ablative;
(d) supines I and II;
(e) two indicative future tenses: imperfect and perfect.
It is understandable that de la Mata recurs to Latin and to the Latin paradigms in his
description of Cholón. As a priest, he was familiar with Latin and the Latin
grammar. He was probably also influenced by Nebrija. In an article about colonial
48
grammars of indigenous Colombian languages, Christine Dümmler (1997: 413-432)
remarks that these grammars are based on Nebrija’s Introductiones Latinae from
1481; and that the writers of the colonial grammars analyzed by her had taken
Nebrija’s description of Latin as a model in order to describe the Amerindian
language. In the introduction of their textedition of the Introductiones Latinae from
1488, a bilingual Latin - Spanish grammar, Esparza and Calvo (1996: xxiv) remark
that Nebrija himself makes a distinction between an “orden natural de la gramática”
‘natural order of grammar’, which is used to describe the own language, and an
“orden de la doctrina” ‘doctrinaire order’, which is used for the description of a
foreign langauge. The former order starts with a complete explanation of the
‘letters’ (sounds) followed by that of syllables, words and the parts of the sentence
in order to end with a discussion about belles-lettres. The latter starts with a short
overview of the ‘letters’, syllables and parts of the sentence, and ends with
paradigms illustrating the declension and conjugation of words and verbs. On page
xxiii Esparza and Calvo show that this is indeed the order which Nebrija employs
when he - in Book V of his Gramática de la Lengua Castellana - teaches Spanish to
non-Spanish speakers. As we have seen, this order is more or less followed by
Pedro de la Mata. However, conversely to what Nebrija prescribes, he does not end
with paradigms. Paradigms are found in different sections, and de la Mata ends with
some observations about structure of the sentence, accent, pronunciation and
orthography. The influence of Nebrija’s Gramática de la Lengua Castellana is
mainly noticeable in the fact that, like Nebrija, de la Mata also adds alternative
paradigms to the five tenses, representing them in otra manera ‘another way’; and
that he also uses the words o si ‘oh if’ and ojalá ‘I hope’ to form an optative. Pedro
de la Mata furthermore distinguishes a permissive, a prohibitative and a dubitative.
As a consequence, his conjugation of a verb presents a large amount of paradigms
(36) and forms (219, including a participle form and 2 gerund forms which do not
occur in a paradigm, but appear as independent forms). Table 3.2 gives an overview
of Pedro de la Mata’s arrangement of the verb. It gives evidence of the profusion of
paradigms (and forms) distinguished by de la Mata.
",,SOV,,,0,0,
