language,extracted,enough information,target,ChatGPT,ChatGPT target,ChatGPT mistaken,disrepancy,comment
Yaqui," The subject pronoun is expressed either by the full independent
form, as:
 ne""po ahwa'awi no'itik I went to the house
 i'nepo a'man we *'vaiI wish to walk there
 i'nepo ko'tc * ukI slept
 ne'spo si'mbai I wish to go
or by semipronouns, which are clipped varieties of the independent
forms and are never used alone, as:
 porke ne te'vaureBecause I am hungry
 ha'n-te' ama'niLet's go there
 ka-n-ama--weva I do not wish to go
1923] 1Mason: Preliminary Sketch of the Yaqui Language 207
These examples seem to be integral prefixes of the verb complex,
but Velasco states as one of his most infallible rules, that the pro-
nominal subject must be the second word or element in the sentence,3
so that, if the sentence contains only verb stem and pronominal sub-
ject, the latter follows the verb stem. At other times it is absolutely
separate from the verb as, to give his example, cate Diosta suale,
""Not-thou God-in believest?"" in which -(t)e is the semipronoun of
the second person singular. So unexceptionable is this rule, accord-
ingf to Velasco, that the semipronoun will fall between what cannot
but be considered as inltegral parts of the verb complex, as cot-ne-vare,
""Sleep-I-wish;"" am-ne-eria, ""Them-I-love."" Grammatical classifica-
tion is at best an academic question, but it is difficult to classify
-elements, apparently enclitics of some kind, which may stand either
after a verb stem, between a verb stem and its morphological suffixes,
or be separated from the verb by means of a noun with postposition
or case-ending, as in the above examples. Other examples, with the
elements in the order given, are: ""Here I tomorrow will-come"" and
""Tomorrow I here will-come.""
 The pronominal subject is, then,. best considered as independent
or at best enclitic to any part of speech. These semipronouns are:
 Singular Plural
1. ne te
2. eem
3. (nothing)im
 The pronominal object, of which the writer has no certain examples
in his notes, appears, judging from Velasco, to be not expressed in
the verbal complex. Velasco gives no semipronouns for the objective
 forms, as he does for the subjective and possessive relations, but
 implies that the pronominal object is always expressed by the accusa-
 tive form of the independent pronoun.
",,Question particle,,,0,0,
Yaqui," [Vol. 20
Yaqui has therefore retained its phonetic scheme comparatively
close to the original' type, apparently making only two certain shifts,
 p to v and kw to bw. By contrast, the Piman group, in addition to
 the vowel shift e to o, has made six consonantal shifts. A complete
 series of sonant stops has been built up by the changes of kw to b (a
 further development of the Yaqui shift, examples of which have
 already been given), y to d and w to g.
",,Question particle,,,0,0,
Seri,"[Is it here?, etc.]
 car SN-red
‘¿El carro rojo?’
The red car? RMH_05-17-08_104c
Apart from having the morphological characteristics of questions mentioned above, normal
yes-no (or polar) questions based on finite verbs are characterized by a fall on the last stressed
word of the predicate, which may be an auxiliary (which is present for reasons that have nothing
to do with the fact that the sentence is a question).2 Yes-no questions are otherwise not
distinguished syntactically from statements; no changes in word order are involved.
",,Question particle,,,0,0,
Seri," This word order is the same whether the sentence is a statement (as in the examples above)
or a yes-no question, as in (9).2
 (9) ¿Maalquih taanpx?
",,Question particle,,,0,0,
Seri,"In this chapter, yes-no questions are presented first (§6.1), followed by content questions
(§6.2), and then rhetorical questions (§6.3). The section on content questions is divided into two
main parts (realis and irrealis), which then take up the question words in specific subsections.
6.1 Yes-no questions
A yes-no question of a typical sentence is never well-formed solely using intonation, as the
unacceptable examples (1)-(7) illustrate by combining question intonation with non-interrogative
forms.
",,Question particle,,,0,0,
Seri," One interjection indicates a negative answer to a question: saat ~ saate.3 Like the affirma-
tive words, it seems to be a complete sentence. See examples (29)-(30).
",,Question particle,,,0,0,
Seri,"(7) * ¿Siitax caha?
 stone DCL 1PROIR.ID-go AUX.SN-DCL
(¿Es una piedra?)(¿Yo?) (¿Ira?)
 (It’s a stone?) (Me?)(S/he will go?)
A yes-no question that is typically formed with the question modal –ya (see below and
§10.2) cannot be expressed without the modal, as in (8)-(9).
1
This modal is written as a suffix in the practical orthography, as decided by the editorial committee for the 2005
dictionary. See §20.5.
",,Question particle,,,0,0,
Kirghiz," The ABL answers to questions of ,from where, from whom/what""
 ACC-dl -t l(kajdanlkimdenlemneden), e.g.
 GEN-din-tinkimdena/dyl) Whom did you take it from
 OAT/ALL-gA -kA.kajdan lreldil)Where did you come from
 LOC-dA -lA Also expr�� LOC in motion, e.g.
 ABL-dAn-tAnkbpiirbdon ottiimI crossed the bridge
or simply locative of an action that can be dynamic, e.g.
 2.1.1.3.2. Uses of the Cases seni buldierden kiitomI will wait for you here
2. I.1.3.2. I. The subject of the sentence or the indefinite object is in NOM, e.g.",,Question particle,,,0,0,
Kirghiz," ,
 ul-ip-tirapparently he has anived ulbeseif he does not come
 Or it has the meaning that something seems to be the case to the speaker, e.g.ulbegej I wish he did not come
 oorup kalypSJI1) I suppose that you are sick
 2.2.1.3.2. Some verbal forms can be negated by noun/adjective diok 'non-existent' or the
2.2.1.3.3.4. Imperative Mood has different suffixes for different persons: negative ofthe verb to be' emes (see there). These forms have slightly different meaning, e.g.
",,Question particle,,,0,0,
Kirghiz,"2. I. 1.4. Pos�sion
bul iijdii kOrgon diokmun I have not seen this house2.1.1.4. I. Possessive Personal Suffix� (PPS) are added to the thing, which is possessed
But with reporting speech (de-) the object of the subordinated part is also in ACC, e.g.(possession). They indicate the person of the possessor:
Meni !relet dep ojlojtHe thinks that I will comeSIN
2.1.1.3.2.3. The OAT/ALL answers the questions ,to whom, to what"" and ,to where"" (kimge,-(I)m
emne g e , kajda), e.g.",,Question particle,,,0,0,
Kirghiz,"There are six cases in Kyrgyz, as in most of other Turkic languages: atymdy uurularga uurdatkamMy horses were stolen by the thieves
 Case Suffix�I let the thieves steel my horse
 NOM-0 iijsalyndyThe house was build (NOM)
 ACC-NIujdii diumuscularga saldyrttymThe house was build by the workers
 GEN-Nin I made the workers built the house
 OAT/ALL-GA2.1. 1.7.2.4. The LOC answers to questions )n/on/at what/whom"", ,where and ,when""
 LOC-DA (emnedelkimde/kajdalkacan) , e.g.
 ABL-DAn mende akCa diok I don't have money on me
men iijdo oturam I sit at home
 2.1. I .3.1. Case suffixes have allomorphs after the following vowels:saat besteat five o'clock
Voiced and nasalUnvoiceddiajynda in summer
 After j , r I, z, m, n, 1)
, p,c, t , k,s,s,x2.1.1.3.2.5.",,Question particle,,,0,0,
Kirghiz," Negative form is expressed by -mAksAn plus bol-, e.g.
 barateken he iskely
il to goKormtJkson bo/duhe pretended that he did not see
 or with conditional -sA, e.g.
 berse ekenifhe would come 2.3.2.2.2.2. Aspectual formations:
 Probabative (POB) -GAn or -Aij-t imiJ (<OT ermiJ), e.g.",,Question particle,,,0,0,
Lepcha,"A number of Lepcha morphemes index grammatical categories
which can be combined with constituents of different syntactic status,
i.e. with nouns, with verbs and with entire clauses. The apparent dif-
ference in sense expressed by such morphemes, e.g. the locative mor-
pheme ka -ká, is a straightforward function of the difference in syn-
tactic status of the constituent which they modify. The morpheme in
question can be shown to express the same invariant meaning. For
coherence of presentation, such morphemes are discussed in all the
relevant chapters of this grammar and the sections pertaining to such
morphemes are cross-referenced.
",,Question particle,,,0,0,
Lepcha,"The question arises as to how the finals /t/, /n/ and /m/ occurring
uniquely in inflected stems, such as inflected il+ lín vs. regular il li
98 CHAPTER FIVE
‘say', ""z zóm vs. Oz zo ‘eat' and id^ dít vs. id di ‘come', differ histori-
cally from the finals /t/, /n/ and /m/ of invariable closed verb stems,
e.g. $k kón ‘let, allow', ""l lóm ‘walk', mDa mát ‘do'. Light is shed on
this question by the indirect relationship between a final consonant
uniquely occurring in an inflected stem and the final consonant occur-
ring in a corresponding deverbative nominal. For example, the final
/n/ in the inflected stem il+ lín of the verb il li ‘say' corresponds to a
final /n/ in the old deverbative form Aail+ ʔálín ‘tongue', whereas the
final /n/ in the inflected stem il+ lín of the verb il li ‘carry’ corre-
sponds to an /m/ in the nominal derivative Aail) ʔálím ‘heavy'. Some
other examples of regular closed stems of verbs ending in /m/, /n/ or
/t/ are qMa tsám ‘hold, retain’, qMu tsum ‘meet’, ""ê dryóm ‘attach’, GNa
ngán ‘remain’, dNu dun ‘tell, narrate’, GNU ngún ‘become’, GDU ngút ‘cut,
sever’, mDa mát ‘do’ and ik^ kít ‘snatch’.
",,Question particle,,,0,0,
Lepcha,"In the past, when our grandmothers told us the
Lepcha stories about the devil of the mountains,
we were so very frightened, that we didn't listen to
them very well.’
In contrast with English, the Lepcha definite article re -re can be
affixed to pronouns to single out the person or persons in question,
e.g. (32), (33).
",,Question particle,,,0,0,
Lepcha,"AatDe ʔátet‘this much, this many’
66CHAPTER FOUR
OAtDe ʔotet ‘that much, this many’
stDesatet ‘how much, how many’
petDe petet ‘up to that place over there’
The morpheme tDe tet is used as an approximative suffix with nominals
and verbs, indicating a limit or boundary, a continuation or extension
as far or as much as specified, e.g. stDe KDutDe satet khut tet ‘as much as
possible’. When used with verbs, the morpheme tDe tet is suffixed to
the verb to express a limiting event with respect to the situation ex-
pressed by the main verb. Occasionally the element tDe tet also occurs
as a verb meaning ‘touch, aim’.
47 gNulNe Aait)nu gNulNe AacMutDe
 gun–lenʔátím–nugun–len ʔácum–tet
 all–than big–ABL all–than small–until
 ‘from the greatest of all to the smallest’
48 hu stDe zXUtDe Ogla zXUOS
 husatet zúk–tet go–lá zúk–sho
 3Show.muchmake–until 1S–also make–NPR
 ‘I will also do as much as he has done.’
4.3.3 Interrogative and relative pronouns
Many interrogative pronouns contain the element s sa-. In addition
to these pronouns Lepcha uses the pronouns SU shú ‘what’ and tU tú
‘who'. Occasionally, as in (51), interrogative pronouns are redupli-
cated. The pronoun sre sare ‘which’ is used with both human and
non-human referents, whereas tU tú ‘who’ is only used with human
referents. Some interrogative pronouns are also used as relative pro-
nouns, like sre sare ‘which’ in example (53). The notion ‘why?’ is
expressed by the expression SUmDane shúmátne ‘why’, sometimes spelt
SUmDanu shúmátnu. Questions containing an interrogative pronoun are
sometimes facultatively marked by the clause-final interrogative par-
ticle og gó (Q). Yes/no questions are not marked by the interrogative
particle.
",,Question particle,,,0,0,
